Case#,name,fe1,fe2,fe3,fe4,fe5,fe6,fe7,fe8,fe9,fe10,fe11,fe12,fe13,fe14,fe15,fe16,fe17,fe18,fe19,fe20,fe21,fe22,fe23,fe24,fe25,fe26,fe27,fe28,fe29,fe30,fe31,fe32,fe33,fe34,fe35,fe36,fe37,fe38,fe39,fe40,fe41,fe42,fe43,fe44,fe45,fe46,fe47,fe48,fe49,fe50,fe51,fe52,fe53,fe54,fe55,fe56,fe57,fe58,fe59,fe60,fe61,fe62,fe63,fe64,fe65,fe66,fe67,fe68,fe69,fe70,fe71,fe72,fe73,fe74,fe75,fe76,fe77,fe78,fe79,fe80,fe81,fe82,fe83,fe84,fe85,fe86,fe87,fe88,fe89,fe90,fe91,fe92,fe93,fe94,fe95,fe96,fe97,fe98,fe99,fe100,fe101,fe102,fe103,fe104,fe105,fe106,fe107,fe108,fe109,fe110,fe111,fe112,fe113,fe114,fe115,fe116,fe117,fe118,fe119,fe120,fe121,fe122,fe123,fe124,fe125,fe126,fe127,fe128
106,Vicky,-0.178700715,0.149385422,0.138165221,-0.034785204,0.048678394,-0.092135459,0.013324585,-0.144066185,0.150365382,-0.08595489,0.36186406,0.029704366,-0.153640866,-0.165650263,0.079718746,0.099524975,-0.128288597,-0.116389602,-0.111950994,-0.095610917,0.000182347,0.033821065,0.040743213,0.01934487,-0.130562395,-0.268630207,-0.135784373,-0.116073474,0.107341088,-0.036792584,0.062092334,0.058773011,-0.208968773,0.001092126,-0.03759934,0.029310225,0.012425687,-0.009953455,0.180765465,-0.024244973,-0.153828308,-0.098320879,-0.066602774,0.259146959,0.217752397,-0.05554967,-0.016984768,-0.005862499,0.020787232,-0.216422215,-0.005904246,0.127211168,0.055873647,0.051620476,-0.034366943,-0.115513004,-0.058788583,0.039525505,-0.207084194,-0.052142773,0.006551657,-0.168800399,-0.18037641,-0.079850033,0.191222548,0.168138579,-0.154156491,-0.191592917,0.186417863,-0.172783524,0.028797273,0.16978094,-0.140517056,-0.116021805,-0.280208319,0.056821939,0.330243468,0.072177291,-0.173587427,-0.018702133,-0.213620588,0.032141939,-0.040167585,-0.001885262,-0.056552619,0.040585853,-0.1124461,0.013891351,0.142426774,-0.05159004,-0.031300507,0.259757668,-0.038366489,0.027234875,-0.00703067,0.018596282,0.00767167,-0.089731693,-0.105596825,-0.023591299,0.017447133,-0.023071665,-0.014170787,0.122545362,-0.146529913,0.19378984,0.066062063,0.038263056,0.039607044,-0.008102956,-0.066841491,-0.133244604,0.164881229,-0.20038034,0.131973565,0.162453666,0.00581973,0.128752828,0.05724794,0.112143993,-0.126554966,-0.047018677,-0.141788617,-0.015267082,0.041385878,-0.028708937,-0.015302056,-0.019108076
107,Vicky,-0.155336902,0.113010876,0.119526051,-0.079415902,0.04373366,-0.101950534,0.026878593,-0.147612453,0.180868626,-0.073415361,0.32564491,0.008030822,-0.145392507,-0.159120604,0.087707959,0.118677333,-0.134063065,-0.128816321,-0.102484487,-0.087541521,-0.03471807,0.039033469,0.019197192,0.047035452,-0.117433824,-0.275904477,-0.108478978,-0.090246625,0.089624435,-0.006047908,0.057140604,0.144570261,-0.241214514,0.0029488,-0.010032935,0.069207981,0.004372628,-0.012059014,0.193724364,-0.007641706,-0.187309816,-0.085981712,-0.048491664,0.221724644,0.199419051,-0.070284054,-0.010357071,0.02277636,0.032904711,-0.19791092,-0.000324862,0.140303448,0.068750858,0.045199826,-0.040787347,-0.148494974,-0.054507803,0.039353028,-0.205360025,-0.071802855,0.008872692,-0.177688494,-0.162628651,-0.056020673,0.176043168,0.144437373,-0.119271807,-0.20382306,0.210272595,-0.161036879,0.034710314,0.180422276,-0.152431771,-0.12612541,-0.279867411,0.091751739,0.282910973,0.080682233,-0.1449797,0.023201421,-0.172510311,0.037100114,-0.048418868,0.006137111,-0.055566736,0.074799664,-0.084968843,0.006701414,0.144874558,-0.020845454,-0.038944952,0.279092818,-0.032383759,0.027267009,-0.020879066,-0.030626461,0.063888066,-0.079632163,-0.117014982,-0.012913678,0.031478234,-0.004175773,-0.004868134,0.142280221,-0.175525278,0.153803676,0.045734227,0.034393467,0.02226153,0.030727072,-0.056736745,-0.157331765,0.140533939,-0.219424769,0.128430754,0.163341105,0.021271994,0.120187193,0.052383438,0.090822272,-0.07208772,-0.061610214,-0.131449685,-0.013203749,0.093333818,-0.008814442,-0.018079182,0.013428995
108,Will Smith,-0.14498271,0.121884488,0.043786813,-0.005786651,-0.022265442,-0.140028372,0.058064096,-0.096463174,0.160224289,0.024099309,0.288559377,-0.00995772,-0.155132607,-0.12799421,-0.005813133,0.117217593,-0.129141107,-0.129136354,-0.009291334,-0.080944225,-0.037998099,0.021634284,-0.021660065,0.081277274,-0.053398144,-0.367644548,-0.118729599,-0.158604652,0.065622769,-0.035515271,0.108333968,0.149157286,-0.106996439,-0.056261219,0.054853573,0.05686985,0.042484291,0.01961397,0.137628645,0.055280544,-0.065104671,-0.10961625,0.051151574,0.397244871,0.234989017,0.008073566,0.085097454,0.028861295,0.030407136,-0.139239416,0.003336245,0.04983215,0.148508474,0.08292117,0.067296952,-0.140665188,-0.00069091,0.103734702,-0.26474005,0.07930322,0.004607702,-0.058278218,-0.080305606,0.016690765,0.359898686,0.12003006,-0.150295302,-0.124186091,0.183875993,-0.224316031,-0.073033236,0.042076617,-0.148534089,-0.096320175,-0.258584827,0.07021521,0.351119459,0.112543933,-0.18405509,0.044038236,-0.080847032,0.010326145,0.044864073,0.083641186,-0.071767084,-0.01120333,-0.108204275,-0.104184419,0.139609218,0.073627703,-0.087382786,0.195670888,-0.106432036,-0.008761221,0.02841194,-0.044349588,-0.035919942,-0.011094993,-0.059726737,-0.120695636,-0.034316964,-0.072664343,0.011754849,0.086951844,-0.178397477,0.128594264,-0.002059423,0.115279764,-0.018776674,0.05229063,-0.033504378,-0.042619735,0.163515821,-0.264924496,0.225319222,0.12923497,-0.006740711,0.139768958,-0.011365534,0.048911966,-0.021486901,-0.038059629,-0.052170884,0.00457733,-0.014813012,-0.093650557,0.048025701,0.006811775
109,Will Smith,-0.185232818,0.108919516,0.059120279,0.000859485,0.024327654,-0.172289938,0.07690727,-0.076092631,0.120611839,0.06851723,0.290656567,-0.041807391,-0.171892911,-0.193262607,0.023734709,0.13985385,-0.13676694,-0.116151057,-0.029553503,-0.119120464,0.02680736,0.026508821,-0.032438006,0.116837271,-0.086670339,-0.32037273,-0.097329319,-0.105154082,0.078393973,-0.020573404,0.012104345,0.154531926,-0.101625994,-0.074240215,0.064295061,0.096748017,0.098769717,-0.019908682,0.121484645,0.104376659,-0.049918622,-0.090681612,0.026653716,0.374408722,0.226708129,0.02087627,0.080561221,0.041707329,0.022892999,-0.16559194,-0.028473428,0.099566683,0.130057737,0.038622838,0.06142962,-0.195004493,-0.041641016,0.055662856,-0.218932524,0.013482828,-0.046890307,-0.085670725,-0.107619673,-0.065899774,0.277139276,0.111470886,-0.146975815,-0.141139731,0.19253327,-0.155078292,-0.085615329,0.040464003,-0.151517808,-0.063520506,-0.281712025,0.102442682,0.359434277,0.084164016,-0.225039348,0.059037067,-0.123074658,0.013024671,0.020491395,0.053774066,-0.071841717,0.019006021,-0.154303357,-0.107072167,0.093256257,0.058725774,-0.061265741,0.163877666,-0.078351453,0.029738255,0.033087939,-0.030017279,-0.059164681,0.027375059,-0.029526165,-0.109679341,0.050467744,-0.109234996,0.027506175,0.097868115,-0.203814387,0.108555108,0.018482603,0.074448206,-0.024390779,0.040529326,-0.058440708,-0.0035197,0.12697044,-0.279935062,0.183592632,0.189942703,-0.014507537,0.142008796,0.01552855,0.072259106,-0.032735851,-0.007304163,-0.043892715,-0.035857834,-0.006141337,-0.079023153,0.005360574,0.025824754
110,Will Smith,-0.125418484,0.109201036,0.054784492,-0.051824722,0.02173893,-0.138148606,0.119881608,-0.150681779,0.143931538,0.005874612,0.249812454,-0.04792545,-0.196575046,-0.187345371,0.029635945,0.14253892,-0.152588516,-0.140369371,-0.054416068,-0.123246722,-0.023999546,0.023253459,0.031120785,0.100657716,-0.097107373,-0.30983299,-0.128420889,-0.141027823,0.050473787,-0.027166927,0.040037438,0.156075597,-0.167161047,-0.072117329,0.003763779,0.080901071,0.032272279,0.008323568,0.116199717,0.108350202,-0.093668014,-0.051925778,0.021312384,0.328570306,0.230453566,-0.008654729,0.066354573,0.000165517,0.013882872,-0.166385964,0.001002254,0.057626192,0.146042183,0.044341981,0.086907789,-0.173480928,-0.030775409,0.035968561,-0.205971524,0.053428162,-0.010123793,-0.041507512,-0.059568435,-0.007141349,0.284503073,0.116499774,-0.13946934,-0.090246156,0.187087625,-0.173027784,-0.058408104,0.08478079,-0.125645831,-0.083191276,-0.283373326,0.095377192,0.366963953,0.078032069,-0.187316462,0.015192985,-0.117053725,0.014779786,0.034178257,0.074290261,-0.134073004,0.077672616,-0.114052556,-0.033799782,0.096730366,0.038664438,-0.091870748,0.240135118,-0.098897114,0.069303043,0.047290873,-0.023337811,-0.035023309,0.014729137,-0.068696126,-0.085444875,0.063342564,-0.123801127,0.011792217,0.097396843,-0.154471874,0.099725977,-0.002053585,0.057441175,-0.048840679,0.052992538,-0.073378526,-0.006543667,0.148490146,-0.273147941,0.191521287,0.181219846,-0.086281009,0.086306617,0.035121914,0.053596385,-0.045256648,-0.040770702,-0.049089707,0.009384936,0.071072116,-0.085945711,0.055439033,0.018184941
111,Will Smith,-0.16244708,0.107651636,0.024973536,-0.005134519,-0.034870185,-0.126748651,0.05713065,-0.135694787,0.106653139,0.03126489,0.242944464,-0.090944789,-0.211527005,-0.16414021,-0.032339409,0.151842594,-0.094743758,-0.163895726,-0.037677325,-0.108282365,0.040994372,0.024822043,0.012624223,0.080974236,-0.090485901,-0.322400331,-0.119924642,-0.125621036,0.019617762,-0.075946651,0.020727865,0.110814393,-0.092812523,-0.069143593,0.016034253,0.072552375,0.079949841,-0.035134092,0.13651295,0.074035957,-0.12006972,-0.070937268,0.059227832,0.357529551,0.197191879,0.022597384,0.062265046,0.0228086,0.041572183,-0.223521963,-0.02289925,0.055601511,0.111787751,-0.009752952,0.091774382,-0.154202759,-0.025379626,0.08232294,-0.226063073,0.022287764,-0.015211203,-0.043545462,-0.051602907,-0.047415838,0.327659428,0.159160808,-0.143733978,-0.088041894,0.142828614,-0.155088618,-0.083863273,0.052900039,-0.119714752,-0.083553299,-0.285319924,0.063025363,0.467629284,0.051836558,-0.210316569,0.04210981,-0.096520759,0.00820361,0.070245244,0.043411098,-0.097431511,0.039972726,-0.204243436,-0.094437785,0.152845398,0.014415581,-0.088717885,0.150552586,-0.075090855,0.072576202,0.062945455,0.038478561,-0.104788698,0.006291897,-0.049006,-0.094379008,0.040206671,-0.080726653,-0.004616624,0.086311363,-0.126672029,0.116302066,-0.004367521,0.036132131,-0.091351748,0.003858925,-0.029011803,0.038853843,0.118002847,-0.256862253,0.140556544,0.126387268,-0.066923268,0.13837193,0.031612553,0.034154147,-0.054981176,0.003911756,-0.068284608,-0.05178456,0.040280245,-0.085870825,0.076291211,0.023494961
112,Will Smith,-0.160134897,0.162829131,0.063144118,0.005865059,0.008076793,-0.138176844,0.031542763,-0.139013439,0.166070223,0.026188973,0.26599589,-0.028455857,-0.156041622,-0.19635655,-0.030633401,0.11422132,-0.114435993,-0.165443525,0.027384417,-0.10299316,0.097906791,0.052620191,-0.010011394,0.065555461,-0.111363932,-0.305252641,-0.158588395,-0.15287593,0.077980243,-0.087906718,0.043948855,0.105193354,-0.094007984,-0.04802395,0.000767398,0.04680229,0.078268483,-0.011866547,0.121254168,0.109387174,-0.089298256,-0.091968521,-0.004936166,0.370172799,0.220717013,0.002256855,0.048929118,0.01905556,0.01974038,-0.220306337,-0.042686805,0.107913196,0.161833555,0.030315582,0.093531057,-0.129363284,-0.023175139,0.01899329,-0.248385057,0.049960971,0.006425272,-0.092650443,-0.102325283,-0.025320293,0.284792572,0.131753504,-0.155314073,-0.069640234,0.175498724,-0.158285275,-0.078102201,0.090108365,-0.104878969,-0.10770008,-0.244142562,0.080568567,0.454893112,0.096556991,-0.230910793,0.039948493,-0.140811667,0.048944719,0.036977887,0.018453561,-0.106911868,0.021234097,-0.188750774,-0.08306253,0.104451232,0.009063154,-0.057250161,0.188393563,-0.080443829,0.102228798,0.039022855,0.030898595,-0.042225644,0.001040233,-0.005509573,-0.082269356,0.045565091,-0.099451199,-0.006417023,0.0859892,-0.134524375,0.139169902,0.037988584,0.032809481,-0.058254264,0.011123621,-0.049078617,0.024053074,0.138502881,-0.278900772,0.167327702,0.141538113,-0.089957215,0.153761178,0.007064353,0.079524666,-0.084841922,-0.086496688,-0.036951754,-0.060844716,0.001252232,-0.091745734,-0.002178094,-0.016314762
113,Will Smith,-0.160134897,0.162829131,0.063144118,0.005865059,0.008076793,-0.138176844,0.031542763,-0.139013439,0.166070223,0.026188973,0.26599589,-0.028455857,-0.156041622,-0.19635655,-0.030633401,0.11422132,-0.114435993,-0.165443525,0.027384417,-0.10299316,0.097906791,0.052620191,-0.010011394,0.065555461,-0.111363932,-0.305252641,-0.158588395,-0.15287593,0.077980243,-0.087906718,0.043948855,0.105193354,-0.094007984,-0.04802395,0.000767398,0.04680229,0.078268483,-0.011866547,0.121254168,0.109387174,-0.089298256,-0.091968521,-0.004936166,0.370172799,0.220717013,0.002256855,0.048929118,0.01905556,0.01974038,-0.220306337,-0.042686805,0.107913196,0.161833555,0.030315582,0.093531057,-0.129363284,-0.023175139,0.01899329,-0.248385057,0.049960971,0.006425272,-0.092650443,-0.102325283,-0.025320293,0.284792572,0.131753504,-0.155314073,-0.069640234,0.175498724,-0.158285275,-0.078102201,0.090108365,-0.104878969,-0.10770008,-0.244142562,0.080568567,0.454893112,0.096556991,-0.230910793,0.039948493,-0.140811667,0.048944719,0.036977887,0.018453561,-0.106911868,0.021234097,-0.188750774,-0.08306253,0.104451232,0.009063154,-0.057250161,0.188393563,-0.080443829,0.102228798,0.039022855,0.030898595,-0.042225644,0.001040233,-0.005509573,-0.082269356,0.045565091,-0.099451199,-0.006417023,0.0859892,-0.134524375,0.139169902,0.037988584,0.032809481,-0.058254264,0.011123621,-0.049078617,0.024053074,0.138502881,-0.278900772,0.167327702,0.141538113,-0.089957215,0.153761178,0.007064353,0.079524666,-0.084841922,-0.086496688,-0.036951754,-0.060844716,0.001252232,-0.091745734,-0.002178094,-0.016314762
115,Amandla Sternburg,-0.080095768,0.024088778,0.126952127,-0.076635256,-0.143263042,-0.077503316,-0.059018467,-0.088137999,0.156758994,-0.073416293,0.231791586,-0.029779827,-0.113497272,-0.056801945,-0.085883453,0.227162942,-0.217731789,-0.185964987,0.011173199,-0.015831355,0.01263809,0.037270196,0.034692869,0.076504976,-0.214164227,-0.389129966,-0.061442107,-0.080635056,-0.076303385,-8.18E-05,0.011872358,0.285062343,-0.239499867,0.004483005,0.066738322,0.135486379,0.085613146,-0.005452366,0.098954633,0.113233902,-0.287795991,-0.014463424,0.095731303,0.247020647,0.158325329,0.023171712,0.041732967,-0.091486618,0.061753221,-0.179404065,0.060487486,0.147527754,0.10654784,0.003259943,0.029730931,-0.166507825,0.029976947,0.079185754,-0.108665973,-0.015417141,0.004316955,-0.017261008,0.035718352,-0.138624772,0.230720922,0.086298399,-0.089015976,-0.045513801,0.171811268,-0.070714302,-0.111315653,0.025476251,-0.17558299,-0.162993401,-0.335361421,-0.048470899,0.399003983,0.081496343,-0.251810819,0.055750847,-0.046709567,-0.028594568,-0.001535235,0.195324942,-0.065849155,0.106564097,-0.036414158,-0.024640705,0.238133699,0.010630309,0.009979295,0.237873748,-0.040929042,0.030178994,0.027730765,-0.062208775,-0.050648063,0.02097298,-0.165093318,-0.091033928,-0.105152719,-0.035713911,-0.091767915,0.128156751,-0.272366285,0.086020961,0.028266171,-0.045166779,-0.016262073,0.098051056,-0.022059914,-0.122739449,0.127030909,-0.177045152,0.143009424,0.202620447,0.04358102,0.185341612,0.090811357,0.113008544,-0.056486163,-0.04689265,-0.104168192,-0.002639032,0.136297479,-0.147463694,0.033264507,0.037483182
116,Denzel Washington,-0.12754558,0.208019197,0.100850299,0.038045138,-0.046945963,-0.049176626,0.072094232,-0.192196578,0.223661408,-0.065673612,0.245272294,-0.041008119,-0.214944005,-0.204195559,0.050523154,0.173005849,-0.151549757,-0.178340822,-0.178737044,-0.093480609,-0.084296338,-0.000356298,0.053720124,0.08330413,0.003209528,-0.325976461,-0.043027043,-0.171641633,0.06656903,-0.153954461,-0.043267369,0.044995755,-0.155231237,-0.133479163,-0.009827966,0.053239632,-0.058452804,-0.010926954,0.180109143,-0.046601139,-0.157792315,-0.018052708,-0.034305945,0.293644756,0.25312075,-0.010459036,-0.018172149,-0.052688822,0.083808489,-0.176390052,0.017250437,0.130482867,0.196936101,0.027206674,0.06503588,-0.191098318,-0.036895543,0.05914643,-0.210185647,0.031517703,0.13700287,-0.127930999,-0.085632659,0.0342681,0.268926263,0.129856139,-0.136117935,-0.087831669,0.1339138,-0.145551041,0.054279864,0.069345132,-0.122439213,-0.155743048,-0.213481605,0.079135992,0.462118119,0.087919049,-0.236821309,-0.09822087,-0.162852168,0.053726226,0.020626465,0.060123526,-0.171891212,-0.028213594,-0.13082318,-0.008361377,0.044823099,0.033530034,-0.060926031,0.207419902,-0.027009331,-0.025672546,0.031797469,-0.066858537,-0.020455971,-0.003020986,-0.111572549,-0.032042906,-0.014614956,-0.135627627,0.011578824,0.022435879,-0.119363301,0.1091225,0.037735533,0.072981678,-0.012151618,0.015494096,-0.105698742,-0.049890522,0.2029524,-0.2561239,0.211178705,0.151648492,-0.009654271,0.142949283,0.023493879,0.133066773,-0.029901717,-0.032462381,-0.060053494,-0.011775084,0.094368473,-0.042726871,0.114199191,0.017079439
117,Jason Derulo,-0.191524938,0.125130594,0.073453359,0.017691791,-0.025431633,-0.055708028,0.084878922,0.035965942,0.173189878,0.012941893,0.309006423,-0.007420049,-0.219164416,-0.063435353,0.012251159,0.151036024,-0.190533191,-0.017086213,-0.056560017,-0.100909561,0.054119062,-0.027607877,-0.024438515,0.074005738,-0.129323184,-0.344571859,-0.071444772,-0.19894442,0.023636522,-0.10815639,-0.02077014,0.025490155,-0.150381252,-0.074234292,-0.042944714,-0.025455806,0.087298803,-0.036788862,0.129124254,0.000537346,-0.0821089,0.002204802,0.017822467,0.295385122,0.050490811,0.066890374,0.067230746,0.01990244,0.128456861,-0.171645775,0.076845035,0.041064434,0.228582472,0.017683022,-0.045073114,-0.175360963,-0.02318793,0.041045681,-0.268457562,0.061612491,0.090858623,-0.016987331,-0.133678049,-0.051614407,0.277418405,0.151353985,-0.14557524,-0.088293165,0.186387882,-0.066391751,0.05827428,-0.004802816,-0.161959946,-0.180926681,-0.201000407,0.18851842,0.31545499,0.134543613,-0.130178243,-0.004098631,-0.257914543,0.070327722,-0.090562381,0.004275372,-0.124431148,0.056248501,-0.097948015,0.072654024,0.100231938,-0.013952993,-0.01612588,0.236033097,0.006505195,-0.003248766,-0.07318759,-0.05595623,-0.099291176,-0.005994746,-0.018785255,0.015457199,0.07267613,-0.086937048,0.021603134,0.055502411,-0.274891019,0.107351966,-0.005416663,0.031460125,0.032270953,0.091642357,-0.119333178,-0.071554236,0.117273405,-0.236997113,0.174980581,0.154808521,0.087084286,0.162802339,0.025746174,0.054828644,0.007898271,-0.044685625,-0.181467667,-0.016477164,0.157020494,-0.06665194,0.02947868,0.052827001
118,Juliana Kanyomozi,-0.108227484,0.109791003,0.085709684,-0.057177536,-0.08475212,-0.076910198,0.006246025,-0.208459467,0.188785404,-0.055038575,0.308267891,-0.008756538,-0.198119357,-0.057822358,-0.101001494,0.182690367,-0.153921545,-0.145586535,-0.012662829,-0.063070521,0.070261456,0.030182483,0.093475118,0.111715771,-0.116863579,-0.302288592,-0.069054559,-0.145361215,0.073727489,-0.053283904,0.002334245,0.169822633,-0.23131685,-0.022267576,0.028090918,0.020672506,-0.035736747,-0.065026186,0.247726142,-0.002576,-0.243063688,-0.112922594,0.075586542,0.264536202,0.209726915,-0.058777038,-0.011223484,-0.083404079,-0.011889377,-0.144922882,0.068353958,0.104576446,0.149817601,0.037622526,-0.016109042,-0.184417993,-0.046968892,0.02499187,-0.197787955,-0.070209801,0.045677081,-0.099896744,-0.110771,-0.154194355,0.298182458,0.092515714,-0.136025742,-0.063234471,0.275898874,-0.128702343,-0.020184636,0.101333909,-0.157447383,-0.137457386,-0.217362627,-0.035932027,0.384854496,0.09634386,-0.193186194,0.04081361,-0.140380055,-0.03550734,-0.070539176,0.104977593,-0.045017365,0.103438199,0.005609198,0.00034718,0.128182545,-0.038520336,-0.034607776,0.286468029,-0.017685635,-0.031681214,0.057974622,-0.040539779,-0.015781756,-0.039714899,-0.193276197,-0.082427114,-0.115416929,-0.046335064,-0.010840235,0.132861912,-0.236502185,0.123424448,0.089473315,-0.020695623,0.039202396,0.022755114,-0.074117742,-0.167892233,0.15956372,-0.243195146,0.143782631,0.105775811,0.109827459,0.165139839,0.023858923,0.113212876,-0.020838261,-0.092108652,-0.175254852,0.021722227,0.172952503,-0.140564531,0.059370227,0.040626593
119,Kelly Roland,-0.13461253,0.005129764,0.042481452,-0.056524768,-0.049345795,-0.012642603,0.05144063,-0.069111608,0.163254231,-0.113054492,0.220101252,-0.172786579,-0.293771327,-0.02612423,-0.029002506,0.265349209,-0.173595592,-0.127905041,-0.066716604,-0.050708074,0.011372937,-0.016263586,-0.001159661,0.218900993,-0.113182247,-0.343983114,-0.043636397,-0.196619019,-0.023919895,-0.15133357,-0.034970775,0.090824187,-0.212150604,0.025281604,-0.007956026,0.015081657,0.022450237,-0.043610089,0.163220599,0.063825615,-0.234377846,-0.105217338,0.02009308,0.245451584,0.149361193,0.008670771,-0.027980469,-0.089034967,0.075288713,-0.228686899,0.006787715,0.064391904,0.090507619,0.055438302,-0.002845797,-0.235553876,-0.040706694,0.050758868,-0.154199898,0.076657698,-0.002067488,-0.059939712,-0.057242487,-0.084951282,0.317153275,0.059053171,-0.204730481,-0.062015086,0.22503449,-0.124735259,0.044933964,0.069599651,-0.123316176,-0.19615835,-0.258714348,0.019684108,0.327015102,0.074812673,-0.257741243,-0.007520981,-0.146939367,0.032260165,0.007260606,0.19093281,-0.008234707,0.06055136,-0.008698699,-0.004494256,0.111055121,-0.055159442,0.034720927,0.288782418,-0.095094942,0.008916697,0.004984095,0.004817176,-0.106391199,-0.045597788,-0.1054276,-0.054990806,-0.037771784,-0.04964269,-0.008902684,0.072228849,-0.209692746,0.118886724,0.034922786,-0.025552846,0.005854716,0.100555681,-0.120077766,-0.102960147,0.157224715,-0.27344805,0.176070139,0.175821707,0.066046707,0.12311621,0.025827745,0.115312874,-0.020327769,-0.035249826,-0.162425667,0.042449009,0.175816804,-0.08512608,-0.017636307,-0.027047355
